uuid,observed_on,time_observed_at,url,image_url,description,place_guess,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,special_type_of_feeding,partner_observation_url,partner_ids,partner_id_split,predator_id,predator_scientific_name,predator_common_name,predator_iconic_taxon_name,predator_taxon_id,predator_taxon_species_name,predator_taxon_kingdom_name,predator_quality_grade,prey_id,prey_scientific_name,prey_common_name,prey_iconic_taxon_name,prey_taxon_id,prey_taxon_species_name,prey_taxon_kingdom_name,prey_quality_grade,role
63fb2428-1dc0-45be-8174-e7e5602d4c2f,2014-03-20,2014-03-20 05:38:14 UTC,http://www.inaturalist.org/observations/613370,https://inaturalist-open-data.s3.amazonaws.com/photos/773135/medium.jpg,,"TCT Dalmann Catapu, Mozambique",-18.08496,35.182538,,Cheringoma,Sofala,Mozambique,,https://www.inaturalist.org/observations/66464171,66464171,66464171,613370.0,Papilio nireus,Narrow Green-banded Swallowtail,Insecta,203122.0,Papilio nireus,Animalia,research,66464171.0,Ziziphus,Jujubes,Plantae,49042.0,,Plantae,needs_id,
19a67241-86ba-4659-8c67-c52207e4ebf1,2014-03-06,2014-03-06 07:07:39 UTC,http://www.inaturalist.org/observations/673967,https://inaturalist-open-data.s3.amazonaws.com/photos/848814/medium.jpg,,"Rifa Camp, Hurungwe Safari Area",-16.06462,28.863959,,Hurungwe,Mashonaland West,Zimbabwe,,https://www.inaturalist.org/observations/103137514,103137514,103137514,103137514.0,,,Insecta,690763.0,Spilostethus macilentus,Animalia,research,673967.0,Elytraria acaulis,,Plantae,355845.0,Elytraria acaulis,Plantae,research,
459d964c-dca5-41e1-8a07-d01bdffd3ff6,2014-03-06,2014-03-06 12:23:00 UTC,http://www.inaturalist.org/observations/746116,https://inaturalist-open-data.s3.amazonaws.com/photos/938004/medium.jpg,,"Rifa Camp, Hurungwe Safari Area",-16.070109,28.869441,,Hurungwe,Mashonaland West,Zimbabwe,,https://www.inaturalist.org/observations/66463516,66463516,66463516,746116.0,Tockus rufirostris,Southern Red-billed Hornbill,Aves,144663.0,Tockus rufirostris,Animalia,research,66463516.0,Acrididae,Short-horned Grasshoppers,Insecta,47649.0,,Animalia,needs_id,
479c6093-3487-4f5d-87df-540729a7645c,2014-08-28,2014-08-28 13:22:19 UTC,http://www.inaturalist.org/observations/855273,https://inaturalist-open-data.s3.amazonaws.com/photos/1084105/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,"https://www.inaturalist.org/observations/66517113, https://www.inaturalist.org/observations/67665745",66517113,66517113,855273.0,Zizeeria knysna,African Grass Blue,Insecta,319796.0,Zizeeria knysna,Animalia,research,66517113.0,Euphorbia graminea,Grassleaf Spurge,Plantae,162826.0,Euphorbia graminea,Plantae,research,
479c6093-3487-4f5d-87df-540729a7645c,2014-08-28,2014-08-28 13:22:19 UTC,http://www.inaturalist.org/observations/855273,https://inaturalist-open-data.s3.amazonaws.com/photos/1084105/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,"https://www.inaturalist.org/observations/66517113, https://www.inaturalist.org/observations/67665745",67665745,67665745,855273.0,Zizeeria knysna,African Grass Blue,Insecta,319796.0,Zizeeria knysna,Animalia,research,67665745.0,Euphorbia graminea,Grassleaf Spurge,Plantae,162826.0,Euphorbia graminea,Plantae,casual,
455c3640-1a34-4fbc-aea7-1a6a67a9aa82,2014-08-28,2014-08-28 14:11:01 UTC,http://www.inaturalist.org/observations/855282,https://inaturalist-open-data.s3.amazonaws.com/photos/1084115/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66458766,66458766,66458766,855282.0,Stenodacma wahlbergi,,Insecta,319629.0,Stenodacma wahlbergi,Animalia,research,66458766.0,Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,47604.0,,Plantae,needs_id,
b8f958a4-cc43-49fa-9076-e7d33ca953e1,2014-09-01,2014-09-01 12:59:54 UTC,http://www.inaturalist.org/observations/859795,https://inaturalist-open-data.s3.amazonaws.com/photos/1090771/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66462095,66462095,66462095,859795.0,Acada biseriata,Axehead Skipper,Insecta,367917.0,Acada biseriata,Animalia,research,66462095.0,Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,47604.0,,Plantae,needs_id,
efb37bf5-451d-46f7-90a8-f2f4b5195f31,2014-09-21,2014-09-21 08:22:44 UTC,http://www.inaturalist.org/observations/890705,https://inaturalist-open-data.s3.amazonaws.com/photos/1131787/medium.jpg,,"Tsindi Ruins, Marondera",-18.096296,31.705792,,Marondera,Mashonaland East,Zimbabwe,,https://www.inaturalist.org/observations/66458394,66458394,66458394,890705.0,Philoliche rubramarginata,Redflank Needlenose Fly,Insecta,371433.0,Philoliche rubramarginata,Animalia,research,66458394.0,Homo sapiens,Human,Mammalia,43584.0,Homo sapiens,Animalia,casual,
27ea7d83-923d-48a5-89d2-5cf231316404,2014-09-16,,http://www.inaturalist.org/observations/893936,https://inaturalist-open-data.s3.amazonaws.com/photos/1136774/medium.jpg,"In 2nd photo, Hooded Vultures (Necrosyrtes monachus) rapidly devour dog's faeces. Dog initially chased off vultures but relented after 3rd go",,-15.9260992601,29.1947189288,,Hurungwe,Mashonaland West,Zimbabwe,,https://www.inaturalist.org/observations/894002,894002,894002,894002.0,,Hooded Vulture,Aves,5426.0,Necrosyrtes monachus,Animalia,research,893936.0,Lycaon pictus pictus,Cape Wild Dog,Mammalia,711435.0,Lycaon pictus,Animalia,research,
9df4dd71-d1ca-4426-aea6-5f506ed55d2a,2014-09-16,,http://www.inaturalist.org/observations/894002,https://inaturalist-open-data.s3.amazonaws.com/photos/1136901/medium.jpg,,,-15.8749732285,29.0774220282,,Hurungwe,Mashonaland West,Zimbabwe,,https://www.inaturalist.org/observations/893936,893936,893936,894002.0,Necrosyrtes monachus,Hooded Vulture,Aves,5426.0,Necrosyrtes monachus,Animalia,research,893936.0,Lycaon pictus pictus,Cape Wild Dog,Mammalia,711435.0,Lycaon pictus,Animalia,research,
07afcbb0-5256-4ed7-99b2-bf57edb3e8c2,1983-10-01,1983-10-01 08:00:00 UTC,http://www.inaturalist.org/observations/1031674,https://inaturalist-open-data.s3.amazonaws.com/photos/1294252/medium.jpg,"Young of year, horns c.2 cm longer than ear, smooth down to skull",Sengwa Wildlife Research Area,-18.165303,28.223834,,Gokwe South,Midlands,Zimbabwe,,https://www.inaturalist.org/observations/1031679,1031679,1031679,1031679.0,,Southern Lion,Mammalia,557401.0,Panthera leo,Animalia,research,1031674.0,Hippotragus niger niger,Southern Sable Antelope,Mammalia,601847.0,Hippotragus niger,Animalia,research,
0358ce06-9f9d-49b5-baa5-2f3010cb8763,1983-10-01,1983-10-01 07:48:00 UTC,http://www.inaturalist.org/observations/1031679,https://inaturalist-open-data.s3.amazonaws.com/photos/1294271/medium.jpg,,"Gokwe South, ZW-MI, ZW",-18.0807692508,28.2635994446,,Gokwe South,Midlands,Zimbabwe,,https://www.inaturalist.org/observations/1031674,1031674,1031674,1031679.0,Panthera leo melanochaita,Southern Lion,Mammalia,557401.0,Panthera leo,Animalia,research,1031674.0,Hippotragus niger niger,Southern Sable Antelope,Mammalia,601847.0,Hippotragus niger,Animalia,research,
789811f4-ecc1-4655-b293-edf31bdde09b,1989-06-16,,http://www.inaturalist.org/observations/1059442,https://inaturalist-open-data.s3.amazonaws.com/photos/1328444/medium.jpg,,,-15.8445734376,29.1981681156,,Hurungwe,Mashonaland West,Zimbabwe,,https://www.inaturalist.org/observations/1059454,1059454,1059454,1059454.0,,Southern Lion,Mammalia,557401.0,Panthera leo,Animalia,research,1059442.0,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814.0,Syncerus caffer,Animalia,research,
e051fb0b-a3f9-4b0d-90f0-10701b248cca,1989-06-16,,http://www.inaturalist.org/observations/1059454,https://inaturalist-open-data.s3.amazonaws.com/photos/1328462/medium.jpg,,,-15.9224659673,29.1488457964,,Hurungwe,Mashonaland West,Zimbabwe,,https://www.inaturalist.org/observations/1059442,1059442,1059442,1059454.0,Panthera leo melanochaita,Southern Lion,Mammalia,557401.0,Panthera leo,Animalia,research,1059442.0,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814.0,Syncerus caffer,Animalia,research,
3d355bee-776a-439b-9428-42d792a30e22,1989-02-02,1989-02-02 06:31:37 UTC,http://www.inaturalist.org/observations/1068273,https://inaturalist-open-data.s3.amazonaws.com/photos/1339178/medium.jpg,,"Narok, KE",-1.559196329,34.9379081719,,Narok old,Rift Valley,Kenya,,https://www.inaturalist.org/observations/66419503,66419503,66419503,1068273.0,Gyps rueppelli,Rüppell's Griffon,Aves,327608.0,Gyps rueppelli,Animalia,research,66419503.0,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814.0,Syncerus caffer,Animalia,research,
65ef4c58-75e7-4f3d-a1a9-cef995e324e0,1989-02-02,1989-02-02 06:26:05 UTC,http://www.inaturalist.org/observations/1068300,https://inaturalist-open-data.s3.amazonaws.com/photos/1339207/medium.jpg,,"Narok, KE",-1.5230151151,34.8013802916,,Narok old,Rift Valley,Kenya,,https://www.inaturalist.org/observations/66419503,66419503,66419503,1068300.0,Gyps africanus,White-backed Vulture,Aves,5363.0,Gyps africanus,Animalia,research,66419503.0,Syncerus caffer caffer,Cape Buffalo,Mammalia,516814.0,Syncerus caffer,Animalia,research,
dcefd6e9-3bf3-48b8-b69e-6658a4b98231,2014-11-10,2014-11-10 16:04:41 UTC,http://www.inaturalist.org/observations/1068463,https://inaturalist-open-data.s3.amazonaws.com/photos/1339369/medium.jpg,may be Ortheziidae,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/11065591,11065591,11065591,1068463.0,Insignorthezia insignis,Greenhouse Orthezia,Insecta,199363.0,Insignorthezia insignis,Animalia,research,11065591.0,Salvia rosmarinus,Rosemary,Plantae,636795.0,Salvia rosmarinus,Plantae,casual,
b0706dab-d90e-4d4f-b5a9-24a48b307636,2014-11-23,2014-11-23 05:58:40 UTC,http://www.inaturalist.org/observations/1120591,https://inaturalist-open-data.s3.amazonaws.com/photos/1407773/medium.jpg,,"TCT Dalmann Catapu, Mozambique",-18.174029,35.150826,,Cheringoma,Sofala,Mozambique,,https://www.inaturalist.org/observations/74724598,74724598,74724598,1120591.0,Mausoleopsis amabilis interrupta,Savanna White-spotted Fruit Chafer,Insecta,1497622.0,Mausoleopsis amabilis,Animalia,research,74724598.0,Asparagus,Asparagus,Plantae,60271.0,,Plantae,needs_id,
c5644e2f-4e6b-4d3a-8efe-09dd9a86f4f2,2014-11-23,2014-11-23 05:19:40 UTC,http://www.inaturalist.org/observations/1133892,https://inaturalist-open-data.s3.amazonaws.com/photos/1425797/medium.jpg,,"TCT Dalmann Catapu, Mozambique",-18.172187,35.152833,,Cheringoma,Sofala,Mozambique,,https://www.inaturalist.org/observations/74724395,74724395,74724395,1133892.0,Arniocera erythropyga,Fire Grid Burnet,Insecta,339910.0,Arniocera erythropyga,Animalia,research,74724395.0,Asparagus,Asparagus,Plantae,60271.0,,Plantae,needs_id,
0edfe0f0-bbc7-44e8-93ed-c4bc749aa6d9,2014-03-25,2014-03-25 14:01:45 UTC,http://www.inaturalist.org/observations/1135272,https://inaturalist-open-data.s3.amazonaws.com/photos/1427749/medium.jpg,,"TCT Dalmann Catapu, Mozambique",-18.068663,35.182067,,Cheringoma,Sofala,Mozambique,,https://www.inaturalist.org/observations/66419028,66419028,66419028,1135272.0,Tabanus taeniola,,Insecta,323570.0,Tabanus taeniola,Animalia,research,66419028.0,Homo sapiens,Human,Mammalia,43584.0,Homo sapiens,Animalia,casual,
5e480e53-0469-4d1e-9332-13fc851f878e,2015-01-08,2015-01-08 08:04:16 UTC,http://www.inaturalist.org/observations/1214196,https://inaturalist-open-data.s3.amazonaws.com/photos/1532470/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66419742,66419742,66419742,1214196.0,Eristalinus taeniops,Stripe-eyed Lagoon Fly,Insecta,145540.0,Eristalinus taeniops,Animalia,research,66419742.0,Felicia,Felicias,Plantae,61758.0,,Plantae,needs_id,
814bb883-4dae-419b-b4e4-b95e744f4f86,2015-04-05,2015-04-05 13:40:38 UTC,http://www.inaturalist.org/observations/1480375,https://inaturalist-open-data.s3.amazonaws.com/photos/1835178/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66416214,66416214,66416214,1480375.0,Baryphas ahenus,Baryphas Jumping Spider,Arachnida,464010.0,Baryphas ahenus,Animalia,research,66416214.0,Diptera,Flies,Insecta,47822.0,,Animalia,needs_id,
3166943e-9b32-49a5-89e8-753046f7b4e4,2015-04-21,2015-04-21 07:51:11 UTC,http://www.inaturalist.org/observations/1480419,https://inaturalist-open-data.s3.amazonaws.com/photos/1835223/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66416266,66416266,66416266,1480419.0,Baryphas ahenus,Baryphas Jumping Spider,Arachnida,464010.0,Baryphas ahenus,Animalia,research,66416266.0,Pompilidae,Spider Wasps,Insecta,54028.0,,Animalia,needs_id,
e665bdba-d44c-4183-bf87-4d960cb57b60,2015-05-25,2015-05-25 07:41:31 UTC,http://www.inaturalist.org/observations/1541560,https://inaturalist-open-data.s3.amazonaws.com/photos/1909590/medium.jpg,,"Harare, Zimbabwe",-17.811673,31.081223,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66413452,66413452,66413452,1541560.0,Crinifer concolor,Grey Go-away-bird,Aves,1506034.0,Crinifer concolor,Animalia,research,66413452.0,Cascabela thevetia,Be-still tree,Plantae,277115.0,Cascabela thevetia,Plantae,research,
e005b61a-78b5-40fc-bd5e-96a2f110fff7,2015-05-25,2015-05-25 07:14:39 UTC,http://www.inaturalist.org/observations/1541573,https://inaturalist-open-data.s3.amazonaws.com/photos/1909605/medium.jpg,,"Harare, Zimbabwe",-17.81177,31.081462,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/28163775,28163775,28163775,1541573.0,Stactolaema whytii,Whyte's Barbet,Aves,117117.0,Stactolaema whytii,Animalia,research,28163775.0,Melia azedarach,Chinaberry,Plantae,53720.0,Melia azedarach,Plantae,casual,
0a0a40f1-c055-4748-8e74-23b2d33bff84,2015-05-25,2015-05-25 13:51:53 UTC,http://www.inaturalist.org/observations/1560782,https://inaturalist-open-data.s3.amazonaws.com/photos/1932333/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/40576956,40576956,40576956,1560782.0,Insignorthezia insignis,Greenhouse Orthezia,Insecta,199363.0,Insignorthezia insignis,Animalia,research,40576956.0,Dyschoriste thunbergiiflora,,Plantae,525850.0,Dyschoriste thunbergiiflora,Plantae,casual,
7c28cb35-e7ca-42d6-8be4-508492f173b1,2015-05-29,2015-05-29 08:20:53 UTC,http://www.inaturalist.org/observations/1564429,https://inaturalist-open-data.s3.amazonaws.com/photos/1936840/medium.jpg,,"Mukuvisi Woodland, Harare",-17.844446,31.084056,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/66413110,66413110,66413110,1564429.0,Torbenlarsenia gemella,Twin Swift,Insecta,1353567.0,Torbenlarsenia gemella,Animalia,research,66413110.0,Kalanchoe,Kalanchoes,Plantae,59379.0,,Plantae,needs_id,
0e9f6aa4-6742-477f-9861-daac87de7ebb,2006-07-01,,http://www.inaturalist.org/observations/1766953,https://static.inaturalist.org/photos/22224/medium.JPG,,"Tristan da Cunha, Tristan da Cunha, SH",-40.349455,-9.880436,,Tristan da Cunha,Tristan da Cunha,Saint Helena,"No, none of these",https://www.inaturalist.org/observations/10686,10686,10686,10686.0,,House Mouse,Mammalia,44705.0,Mus musculus,Animalia,research,1766953.0,Pachyptila vittata,Broad-billed Prion,Aves,4159.0,Pachyptila vittata,Animalia,research,
e869771a-dc79-4a7f-8290-99a52a4b8cb1,2015-11-25,2015-11-25 15:57:33 UTC,http://www.inaturalist.org/observations/2425593,https://inaturalist-open-data.s3.amazonaws.com/photos/2700535/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/2425738,2425738,2425738,2425593.0,Lamprotornis chalybaeus,Greater Blue-eared Starling,Aves,14923.0,Lamprotornis chalybaeus,Animalia,research,2425738.0,Drosera madagascariensis,Madagascar Sundew,Plantae,123533.0,Drosera madagascariensis,Plantae,research,
9a425250-c43e-455e-a3ac-157f87319eab,2013-10-19,2013-10-19 06:10:57 UTC,http://www.inaturalist.org/observations/2425738,https://inaturalist-open-data.s3.amazonaws.com/photos/2700767/medium.jpg,,Nyanga,-18.337555,32.545769,,Nyanga,Manicaland,Zimbabwe,,https://www.inaturalist.org/observations/66412290,66412290,66412290,2425738.0,Drosera madagascariensis,Madagascar Sundew,Plantae,123533.0,Drosera madagascariensis,Plantae,research,66412290.0,Pieridae,"Whites, Yellows, and Sulphurs",Insecta,48508.0,,Animalia,needs_id,
1b02fd18-73c6-42b6-b055-dc3266955f1f,2015-09-08,2015-09-08 06:45:38 UTC,http://www.inaturalist.org/observations/2468967,https://inaturalist-open-data.s3.amazonaws.com/photos/2762850/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/28545358,28545358,28545358,2468967.0,Ceratosolen capensis,,Insecta,656119.0,Ceratosolen capensis,Animalia,research,28545358.0,Ficus sur,Cape Fig,Plantae,133182.0,Ficus sur,Plantae,research,
f746591c-c19a-4553-8480-8bc4c5a7a28f,2006-07-04,,http://www.inaturalist.org/observations/2656722,https://static.inaturalist.org/photos/2985825/medium.jpg,,"River Thames, Hampton Court, Middlesex, England",51.400941,-0.338602,Greater London,Richmond upon Thames,England,United Kingdom,,https://www.inaturalist.org/observations/2656724,2656724,2656724,2656722.0,Phalacrocorax carbo,Great Cormorant,Aves,4270.0,Phalacrocorax carbo,Animalia,research,2656724.0,Anguilla anguilla,European Eel,Actinopterygii,94105.0,Anguilla anguilla,Animalia,research,
336ac1da-8465-4c14-bf7a-21c58ab64de8,2006-07-04,,http://www.inaturalist.org/observations/2656724,https://static.inaturalist.org/photos/2985833/medium.jpg,,"England, GB",51.4372259629,-0.2842231425,Greater London,Richmond upon Thames,England,United Kingdom,,https://www.inaturalist.org/observations/2656722,2656722,2656722,2656722.0,,Great Cormorant,Aves,4270.0,Phalacrocorax carbo,Animalia,research,2656724.0,Anguilla anguilla,European Eel,Actinopterygii,94105.0,Anguilla anguilla,Animalia,research,
57769dc6-30b3-4ec0-9bed-f80a66d502df,2015-09-03,2015-09-03 13:43:03 UTC,http://www.inaturalist.org/observations/2660716,https://static.inaturalist.org/photos/2991839/medium.jpg,"Eating a common milkweed plant, as you'd expect.

Related observation: https://www.inaturalist.org/observations/244948769","Floyd, VA, US",36.9713640662,-80.3283629953,,Floyd,Virginia,United States,"No, none of these",https://www.inaturalist.org/observations/244948769,244948769,244948769,2660716.0,Danaus plexippus,Monarch,Insecta,48662.0,Danaus plexippus,Animalia,research,244948769.0,Asclepias syriaca,common milkweed,Plantae,47911.0,Asclepias syriaca,Plantae,research,
3b9c550b-b2df-4f5e-a24a-b6c029efed76,2016-04-22,2016-04-22 10:30:10 UTC,http://www.inaturalist.org/observations/3013721,https://inaturalist-open-data.s3.amazonaws.com/photos/3467087/medium.jpg,,Christon Bank,-17.614,31.019,,Mazowe,Mashonaland Central,Zimbabwe,,https://www.inaturalist.org/observations/10960412,10960412,10960412,3013721.0,Telchinia burni,Pale-yellow Acraea,Insecta,1482396.0,Telchinia burni,Animalia,research,10960412.0,Obetia tenax,Rock Tree Nettle,Plantae,503912.0,Obetia tenax,Plantae,research,
c6d5454e-7b5e-40c5-a3fd-f897cfb52da8,2016-05-14,2016-05-14 12:00:53 UTC,http://www.inaturalist.org/observations/3174469,https://inaturalist-open-data.s3.amazonaws.com/photos/3671119/medium.jpg,,Komani Estate,-17.706092,30.983999,,Mazowe,Mashonaland Central,Zimbabwe,,https://www.inaturalist.org/observations/66411306,66411306,66411306,3174469.0,Argiope trifasciata,Banded Garden Spider,Arachnida,67708.0,Argiope trifasciata,Animalia,research,66411306.0,Acrididae,Short-horned Grasshoppers,Insecta,47649.0,,Animalia,needs_id,
81bc889c-b1d7-43f8-bfa4-6c76a15a8700,2016-05-24,2016-05-24 10:40:29 UTC,http://www.inaturalist.org/observations/3316348,https://inaturalist-open-data.s3.amazonaws.com/photos/3832357/medium.jpg,,"Harare, Zimbabwe",-17.81164,31.080963,,Harare,Harare,Zimbabwe,,https://www.inaturalist.org/observations/20827247,20827247,20827247,3316348.0,Chalcomitra senegalensis,Scarlet-chested Sunbird,Aves,145143.0,Chalcomitra senegalensis,Animalia,research,20827247.0,Aloidendron barberae,Eastern Tree Aloe,Plantae,560374.0,Aloidendron barberae,Plantae,casual,
