chain,len
Telchinia serena -> Chromolaena odorata -> Mylothris agathina agathina -> Dais cotinifolia,4
Telchinia serena -> Chromolaena odorata -> Mylothris agathina agathina -> Distephanus angulifolius,4
Telchinia serena -> Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis,4
Telchinia serena -> Chromolaena odorata -> Mylothris agathina agathina -> Lippia javanica,4
Vespa crabro -> Promachus hinei -> Erythemis simplicicollis -> Celithemis fasciata,4
Vespa crabro -> Promachus hinei -> Erythemis simplicicollis -> Pachydiplax longipennis,4
Vespa crabro -> Promachus hinei -> Erythemis simplicicollis -> Perithemis tenera,4
Zodarion rubidum -> Tetramorium immigrans -> Vespula maculifrons -> Didelphis virginiana,4
Zodarion rubidum -> Tetramorium immigrans -> Vespula maculifrons -> Neotibicen lyricen engelhardti,4
Heteropoda venatoria -> Hemidactylus turcicus -> Erythemis simplicicollis -> Celithemis fasciata,4
Heteropoda venatoria -> Hemidactylus turcicus -> Erythemis simplicicollis -> Pachydiplax longipennis,4
Heteropoda venatoria -> Hemidactylus turcicus -> Erythemis simplicicollis -> Perithemis tenera,4
Lanius ludovicianus -> Anolis sagrei -> Erythemis simplicicollis -> Celithemis fasciata,4
Lanius ludovicianus -> Anolis sagrei -> Erythemis simplicicollis -> Pachydiplax longipennis,4
Lanius ludovicianus -> Anolis sagrei -> Erythemis simplicicollis -> Perithemis tenera,4
Lanius ludovicianus -> Anolis sagrei -> Hemidactylus mabouia -> Amata simplex,4
Lanius ludovicianus -> Anolis sagrei -> Hemidactylus mabouia -> Gryllus bimaculatus,4
Larus argentatus -> Gallinula chloropus -> Mesotriton alpestris -> Epinotia tedella,4
Larus marinus -> Anguilla anguilla -> Egretta garzetta -> Aphanius fasciatus,4
Larus marinus -> Anguilla anguilla -> Egretta garzetta -> Lampetra planeri,4
Larus marinus -> Anguilla anguilla -> Larus michahellis -> Columba livia,4
Larus marinus -> Anguilla anguilla -> Larus michahellis -> Streptopelia decaocto,4
Larus michahellis -> Anguilla anguilla -> Egretta garzetta -> Aphanius fasciatus,4
Larus michahellis -> Anguilla anguilla -> Egretta garzetta -> Lampetra planeri,4
Lippia javanica -> Mylothris agathina agathina -> Chromolaena odorata -> Belenois creona severina,4
Lippia javanica -> Mylothris agathina agathina -> Chromolaena odorata -> Delta fenestrale,4
Lippia javanica -> Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena,4
Lippia javanica -> Mylothris agathina agathina -> Globimetula mweroensis -> Populus deltoides,4
Lippia javanica -> Mylothris agathina agathina -> Globimetula mweroensis -> Salix babylonica,4
Lippia javanica -> Mylothris agathina agathina -> Globimetula mweroensis -> Vangueria vestita,4
Lon taxiles -> Asclepias speciosa -> Papilio rutulus -> Iris missouriensis,4
Melanerpes lewis -> Bombus griseocollis -> Asclepias speciosa -> Papilio rutulus,4
Myiarchus crinitus -> Promachus rufipes -> Vespula -> Nadata gibbosa,4
Mylothris agathina agathina -> Chromolaena odorata -> Belenois creona severina -> Cynanchum viminale,4
Mylothris agathina agathina -> Chromolaena odorata -> Belenois creona severina -> Justicia flava,4
Mylothris agathina agathina -> Chromolaena odorata -> Belenois creona severina -> Solanum seaforthianum,4
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena -> Mikania natalensis,4
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena -> Senecio polyanthemoides,4
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena -> Sida cordifolia cordifolia,4
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena -> Tridax procumbens,4
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena -> Waltheria indica,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Ageratina havanensis,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Anchusa officinalis,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Apiomerus californicus,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Asclepias fascicularis,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Asclepias tuberosa,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Baccharis pilularis,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Cakile maritima,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Cirsium arvense,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Cirsium horridulum,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Datura wrightii,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Eriogonum fasciculatum,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Ficus sur,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Hydrophyllum fendleri,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Jacobaea vulgaris,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Lonicera maackii,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Ochna pulchra,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Ozoroa obovata obovata,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Paspalum notatum,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Rubus odoratus,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Salvia mellifera,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Satureja montana,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Senecio deltoideus,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Taraxacum officinale,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Toxicodendron pubescens,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Trichostema lanceolatum,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Trifolium repens,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Turnera subulata,4
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera -> Viguiera dentata,4
Pantherophis spiloides -> Strix varia -> Tamiasciurus hudsonicus -> Acer saccharinum,4
Pantherophis spiloides -> Strix varia -> Tamiasciurus hudsonicus -> Juglans nigra,4
Pantherophis spiloides -> Strix varia -> Tamiasciurus hudsonicus -> Turdus migratorius,4
Phalacrocorax carbo -> Anguilla anguilla -> Egretta garzetta -> Aphanius fasciatus,4
Phalacrocorax carbo -> Anguilla anguilla -> Egretta garzetta -> Lampetra planeri,4
Phalacrocorax carbo -> Anguilla anguilla -> Larus michahellis -> Columba livia,4
Phalacrocorax carbo -> Anguilla anguilla -> Larus michahellis -> Streptopelia decaocto,4
Pica hudsonia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Ilex vomitoria,4
Pica hudsonia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Mantis religiosa,4
Pica hudsonia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Prunus virginiana,4
Pica hudsonia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Rhamnus cathartica,4
Piranga olivacea -> Vespa crabro -> Promachus hinei -> Erythemis simplicicollis,4
Piranga olivacea -> Vespa crabro -> Promachus hinei -> Phyciodes tharos,4
Quiscalus quiscula -> Passer domesticus -> Mantis religiosa -> Sympetrum fonscolombii,4
Spinus tristis tristis -> Tamiasciurus hudsonicus -> Turdus migratorius -> Ilex vomitoria,4
Spinus tristis tristis -> Tamiasciurus hudsonicus -> Turdus migratorius -> Mantis religiosa,4
Spinus tristis tristis -> Tamiasciurus hudsonicus -> Turdus migratorius -> Prunus virginiana,4
Spinus tristis tristis -> Tamiasciurus hudsonicus -> Turdus migratorius -> Rhamnus cathartica,4
Strix varia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Ilex vomitoria,4
Strix varia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Mantis religiosa,4
Strix varia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Prunus virginiana,4
Strix varia -> Tamiasciurus hudsonicus -> Turdus migratorius -> Rhamnus cathartica,4
Accipiter nisus -> Passer domesticus -> Mantis religiosa -> Sympetrum fonscolombii,4
Afrogegenes -> Chromolaena odorata -> Belenois creona severina -> Cynanchum viminale,4
Afrogegenes -> Chromolaena odorata -> Belenois creona severina -> Justicia flava,4
Afrogegenes -> Chromolaena odorata -> Belenois creona severina -> Solanum seaforthianum,4
Afrogegenes -> Chromolaena odorata -> Mylothris agathina agathina -> Dais cotinifolia,4
Afrogegenes -> Chromolaena odorata -> Mylothris agathina agathina -> Distephanus angulifolius,4
Afrogegenes -> Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis,4
Afrogegenes -> Chromolaena odorata -> Mylothris agathina agathina -> Lippia javanica,4
Afrogegenes -> Chromolaena odorata -> Telchinia serena -> Mikania natalensis,4
Afrogegenes -> Chromolaena odorata -> Telchinia serena -> Senecio polyanthemoides,4
Afrogegenes -> Chromolaena odorata -> Telchinia serena -> Sida cordifolia cordifolia,4
Afrogegenes -> Chromolaena odorata -> Telchinia serena -> Tridax procumbens,4
Afrogegenes -> Chromolaena odorata -> Telchinia serena -> Waltheria indica,4
Agelaius phoeniceus -> Anax junius -> Erythemis simplicicollis -> Celithemis fasciata,4
Agelaius phoeniceus -> Anax junius -> Erythemis simplicicollis -> Pachydiplax longipennis,4
Agelaius phoeniceus -> Anax junius -> Erythemis simplicicollis -> Perithemis tenera,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Ageratina havanensis,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Anchusa officinalis,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Apiomerus californicus,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Asclepias fascicularis,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Asclepias tuberosa,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Baccharis pilularis,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Cakile maritima,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Cirsium arvense,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Cirsium horridulum,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Datura wrightii,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Eriogonum fasciculatum,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Ficus sur,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Hydrophyllum fendleri,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Jacobaea vulgaris,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Lonicera maackii,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Ochna pulchra,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Ozoroa obovata obovata,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Paspalum notatum,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Rubus odoratus,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Salvia mellifera,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Satureja montana,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Senecio deltoideus,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Taraxacum officinale,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Toxicodendron pubescens,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Trichostema lanceolatum,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Trifolium repens,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Turnera subulata,4
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera -> Viguiera dentata,4
Ardea cinerea -> Anguilla anguilla -> Egretta garzetta -> Aphanius fasciatus,4
Ardea cinerea -> Anguilla anguilla -> Egretta garzetta -> Lampetra planeri,4
Ardea cinerea -> Anguilla anguilla -> Larus michahellis -> Columba livia,4
Ardea cinerea -> Anguilla anguilla -> Larus michahellis -> Streptopelia decaocto,4
Belenois creona severina -> Chromolaena odorata -> Mylothris agathina agathina -> Dais cotinifolia,4
Belenois creona severina -> Chromolaena odorata -> Mylothris agathina agathina -> Distephanus angulifolius,4
Belenois creona severina -> Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis,4
Belenois creona severina -> Chromolaena odorata -> Mylothris agathina agathina -> Lippia javanica,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Cynanchum viminale,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Justicia flava,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Mikania natalensis,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Senecio polyanthemoides,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Sida cordifolia cordifolia,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Tridax procumbens,4
Belenois creona severina -> Chromolaena odorata -> Telchinia serena -> Waltheria indica,4
Boaedon capensis -> Passer domesticus -> Mantis religiosa -> Sympetrum fonscolombii,4
Bombus griseocollis -> Asclepias speciosa -> Papilio rutulus -> Iris missouriensis,4
Bombus nevadensis -> Asclepias speciosa -> Papilio rutulus -> Iris missouriensis,4
Buteo jamaicensis -> Turdus migratorius -> Mantis religiosa -> Sympetrum fonscolombii,4
Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis -> Populus deltoides,4
Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis -> Salix babylonica,4
Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis -> Vangueria vestita,4
Corvus corax -> Crotalus oreganus oreganus -> Otospermophilus beecheyi -> Quercus lobata,4
Delta fenestrale -> Chromolaena odorata -> Belenois creona severina -> Cynanchum viminale,4
Delta fenestrale -> Chromolaena odorata -> Belenois creona severina -> Justicia flava,4
Delta fenestrale -> Chromolaena odorata -> Belenois creona severina -> Solanum seaforthianum,4
Delta fenestrale -> Chromolaena odorata -> Mylothris agathina agathina -> Dais cotinifolia,4
Delta fenestrale -> Chromolaena odorata -> Mylothris agathina agathina -> Distephanus angulifolius,4
Delta fenestrale -> Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis,4
Delta fenestrale -> Chromolaena odorata -> Mylothris agathina agathina -> Lippia javanica,4
Delta fenestrale -> Chromolaena odorata -> Telchinia serena -> Mikania natalensis,4
Delta fenestrale -> Chromolaena odorata -> Telchinia serena -> Senecio polyanthemoides,4
Delta fenestrale -> Chromolaena odorata -> Telchinia serena -> Sida cordifolia cordifolia,4
Delta fenestrale -> Chromolaena odorata -> Telchinia serena -> Tridax procumbens,4
Delta fenestrale -> Chromolaena odorata -> Telchinia serena -> Waltheria indica,4
Egretta caerulea -> Anax junius -> Erythemis simplicicollis -> Celithemis fasciata,4
Egretta caerulea -> Anax junius -> Erythemis simplicicollis -> Pachydiplax longipennis,4
Egretta caerulea -> Anax junius -> Erythemis simplicicollis -> Perithemis tenera,4
Egretta garzetta -> Anguilla anguilla -> Larus michahellis -> Columba livia,4
Egretta garzetta -> Anguilla anguilla -> Larus michahellis -> Streptopelia decaocto,4
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Bradypodion damaranum,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Gryllotalpa africana,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Hyperolius marmoratus taeniatus,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Hyperolius marmoratus verrucosus,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Lygodactylus capensis,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Opisthacanthus capensis,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Rhabdomys pumilio,3
Acanthacris ruficornis -> Halcyon albiventris albiventris -> Tetradactylus seps,3
Accipiter nisus -> Passer domesticus -> Magicicada cassinii,3
Accipiter nisus -> Passer domesticus -> Mantis religiosa,3
Accipiter striatus -> Dryobates pubescens -> Rhus typhina,3
Aerospiza tachiro -> Crinifer concolor -> Adansonia digitata,3
Aerospiza tachiro -> Crinifer concolor -> Cascabela thevetia,3
Aerospiza tachiro -> Crinifer concolor -> Ficus bussei,3
Aerospiza tachiro -> Crinifer concolor -> Senna singueana,3
Afrogegenes -> Chromolaena odorata -> Belenois creona severina,3
Afrogegenes -> Chromolaena odorata -> Delta fenestrale,3
Afrogegenes -> Chromolaena odorata -> Mylothris agathina agathina,3
Afrogegenes -> Chromolaena odorata -> Telchinia serena,3
Agelaius phoeniceus -> Anax junius -> Erythemis simplicicollis,3
Alligator mississippiensis -> Chelydra serpentina -> Branta canadensis,3
Alligator mississippiensis -> Chelydra serpentina -> Dorosoma cepedianum,3
Alligator mississippiensis -> Fulica americana -> Pontederia cordata,3
Amblyomma hebraeum -> Tragelaphus strepsiceros strepsiceros -> Sclerocroton integerrimus,3
Amblyomma hebraeum -> Tragelaphus strepsiceros strepsiceros -> Ziziphus mucronata,3
Anax junius -> Erythemis simplicicollis -> Celithemis fasciata,3
Anax junius -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Anax junius -> Erythemis simplicicollis -> Perithemis tenera,3
Andrenosoma hesperium -> Apis mellifera -> Ageratina havanensis,3
Andrenosoma hesperium -> Apis mellifera -> Anchusa officinalis,3
Andrenosoma hesperium -> Apis mellifera -> Apiomerus californicus,3
Andrenosoma hesperium -> Apis mellifera -> Asclepias fascicularis,3
Andrenosoma hesperium -> Apis mellifera -> Asclepias tuberosa,3
Andrenosoma hesperium -> Apis mellifera -> Baccharis pilularis,3
Andrenosoma hesperium -> Apis mellifera -> Cakile maritima,3
Andrenosoma hesperium -> Apis mellifera -> Cirsium arvense,3
Andrenosoma hesperium -> Apis mellifera -> Cirsium horridulum,3
Andrenosoma hesperium -> Apis mellifera -> Datura wrightii,3
Andrenosoma hesperium -> Apis mellifera -> Eriogonum fasciculatum,3
Andrenosoma hesperium -> Apis mellifera -> Ficus sur,3
Andrenosoma hesperium -> Apis mellifera -> Hydrophyllum fendleri,3
Andrenosoma hesperium -> Apis mellifera -> Jacobaea vulgaris,3
Andrenosoma hesperium -> Apis mellifera -> Lonicera maackii,3
Andrenosoma hesperium -> Apis mellifera -> Ochna pulchra,3
Andrenosoma hesperium -> Apis mellifera -> Ozoroa obovata obovata,3
Andrenosoma hesperium -> Apis mellifera -> Paspalum notatum,3
Andrenosoma hesperium -> Apis mellifera -> Rubus odoratus,3
Andrenosoma hesperium -> Apis mellifera -> Salvia mellifera,3
Andrenosoma hesperium -> Apis mellifera -> Satureja montana,3
Andrenosoma hesperium -> Apis mellifera -> Senecio deltoideus,3
Andrenosoma hesperium -> Apis mellifera -> Taraxacum officinale,3
Andrenosoma hesperium -> Apis mellifera -> Toxicodendron pubescens,3
Andrenosoma hesperium -> Apis mellifera -> Trichostema lanceolatum,3
Andrenosoma hesperium -> Apis mellifera -> Trifolium repens,3
Andrenosoma hesperium -> Apis mellifera -> Turnera subulata,3
Andrenosoma hesperium -> Apis mellifera -> Viguiera dentata,3
Anguilla anguilla -> Egretta garzetta -> Aphanius fasciatus,3
Anguilla anguilla -> Egretta garzetta -> Lampetra planeri,3
Anguilla anguilla -> Larus michahellis -> Columba livia,3
Anguilla anguilla -> Larus michahellis -> Streptopelia decaocto,3
Anolis carolinensis -> Erythemis simplicicollis -> Celithemis fasciata,3
Anolis carolinensis -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Anolis carolinensis -> Erythemis simplicicollis -> Perithemis tenera,3
Anolis sagrei -> Erythemis simplicicollis -> Celithemis fasciata,3
Anolis sagrei -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Anolis sagrei -> Erythemis simplicicollis -> Perithemis tenera,3
Anolis sagrei -> Hemidactylus mabouia -> Amata simplex,3
Anolis sagrei -> Hemidactylus mabouia -> Gryllus bimaculatus,3
Anthopleura artemisia -> Hemigrapsus oregonensis -> Cymatogaster aggregata,3
Apiomerus californicus -> Apis mellifera -> Ageratina havanensis,3
Apiomerus californicus -> Apis mellifera -> Anchusa officinalis,3
Apiomerus californicus -> Apis mellifera -> Asclepias fascicularis,3
Apiomerus californicus -> Apis mellifera -> Asclepias tuberosa,3
Apiomerus californicus -> Apis mellifera -> Baccharis pilularis,3
Apiomerus californicus -> Apis mellifera -> Cakile maritima,3
Apiomerus californicus -> Apis mellifera -> Cirsium arvense,3
Apiomerus californicus -> Apis mellifera -> Cirsium horridulum,3
Apiomerus californicus -> Apis mellifera -> Datura wrightii,3
Apiomerus californicus -> Apis mellifera -> Eriogonum fasciculatum,3
Apiomerus californicus -> Apis mellifera -> Ficus sur,3
Apiomerus californicus -> Apis mellifera -> Hydrophyllum fendleri,3
Apiomerus californicus -> Apis mellifera -> Jacobaea vulgaris,3
Apiomerus californicus -> Apis mellifera -> Lonicera maackii,3
Apiomerus californicus -> Apis mellifera -> Ochna pulchra,3
Apiomerus californicus -> Apis mellifera -> Ozoroa obovata obovata,3
Apiomerus californicus -> Apis mellifera -> Paspalum notatum,3
Apiomerus californicus -> Apis mellifera -> Rubus odoratus,3
Apiomerus californicus -> Apis mellifera -> Salvia mellifera,3
Apiomerus californicus -> Apis mellifera -> Satureja montana,3
Apiomerus californicus -> Apis mellifera -> Senecio deltoideus,3
Apiomerus californicus -> Apis mellifera -> Taraxacum officinale,3
Apiomerus californicus -> Apis mellifera -> Toxicodendron pubescens,3
Apiomerus californicus -> Apis mellifera -> Trichostema lanceolatum,3
Apiomerus californicus -> Apis mellifera -> Trifolium repens,3
Apiomerus californicus -> Apis mellifera -> Turnera subulata,3
Apiomerus californicus -> Apis mellifera -> Viguiera dentata,3
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera,3
Aquarius remigis -> Vespula pensylvanica -> Rattus rattus,3
Ardea cinerea -> Anguilla anguilla -> Egretta garzetta,3
Ardea cinerea -> Anguilla anguilla -> Larus michahellis,3
Ardea cinerea -> Natrix tessellata -> Neogobius melanostomus,3
Ardea herodias -> Nerodia sipedon -> Anaxyrus americanus,3
Ardea herodias -> Nerodia sipedon -> Cottus bairdii,3
Argiope trifasciata -> Apis mellifera -> Ageratina havanensis,3
Argiope trifasciata -> Apis mellifera -> Anchusa officinalis,3
Argiope trifasciata -> Apis mellifera -> Apiomerus californicus,3
Argiope trifasciata -> Apis mellifera -> Asclepias fascicularis,3
Argiope trifasciata -> Apis mellifera -> Asclepias tuberosa,3
Argiope trifasciata -> Apis mellifera -> Baccharis pilularis,3
Argiope trifasciata -> Apis mellifera -> Cakile maritima,3
Argiope trifasciata -> Apis mellifera -> Cirsium arvense,3
Argiope trifasciata -> Apis mellifera -> Cirsium horridulum,3
Argiope trifasciata -> Apis mellifera -> Datura wrightii,3
Argiope trifasciata -> Apis mellifera -> Eriogonum fasciculatum,3
Argiope trifasciata -> Apis mellifera -> Ficus sur,3
Argiope trifasciata -> Apis mellifera -> Hydrophyllum fendleri,3
Argiope trifasciata -> Apis mellifera -> Jacobaea vulgaris,3
Argiope trifasciata -> Apis mellifera -> Lonicera maackii,3
Argiope trifasciata -> Apis mellifera -> Ochna pulchra,3
Argiope trifasciata -> Apis mellifera -> Ozoroa obovata obovata,3
Argiope trifasciata -> Apis mellifera -> Paspalum notatum,3
Argiope trifasciata -> Apis mellifera -> Rubus odoratus,3
Argiope trifasciata -> Apis mellifera -> Salvia mellifera,3
Argiope trifasciata -> Apis mellifera -> Satureja montana,3
Argiope trifasciata -> Apis mellifera -> Senecio deltoideus,3
Argiope trifasciata -> Apis mellifera -> Taraxacum officinale,3
